feature,selected_count,selection_frequency,variance_dropped_count,variance_dropped_fraction,correlation_dropped_count,correlation_dropped_fraction,total_dropped_count,total_dropped_fraction,shap_class0_all_folds,shap_class0_selected_only,shap_class1_all_folds,shap_class1_selected_only,shap_balanced_all_folds,shap_balanced_selected_only,permutation_f1_all_folds,permutation_f1_selected_only,permutation_balanced_acc_all_folds,permutation_balanced_acc_selected_only,permutation_pr_auc_all_folds,permutation_pr_auc_selected_only
CT - RightParsOpercularis,7,0.28,0,0.0,0,0.0,0,0.0,7.767905786545189e-06,2.7742520666232815e-05,3.6997280339204966e-05,0.00013213314406858916,2.238259306287508e-05,7.993783236741099e-05,0.00011124967289566693,0.0003973202603416676,0.0001251166692497481,0.000446845247320529,-0.00016574668571103793,-0.0005919524489679926
CV - RightInsula,1,0.04,0,0.0,0,0.0,0,0.0,1.5034805333197461e-05,0.00037587013332993655,2.8183993954369698e-05,0.0007045998488592424,2.160939964378358e-05,0.0005402349910945895,7.490240981829465e-05,0.0018725602454573663,8.452380952380887e-05,0.0021130952380952217,4.709400177631906e-05,0.0011773500444079766
CT - RightIsthmusCingulate,5,0.2,0,0.0,0,0.0,0,0.0,1.4420483336787214e-05,7.210241668393608e-05,2.578372932041711e-05,0.00012891864660208554,2.010210632860216e-05,0.00010051053164301081,-0.00010334037766378703,-0.0005167018883189352,-6.386392094143849e-05,-0.0003193196047071924,-2.181418625473981e-05,-0.00010907093127369904
CT - RightInferiorTemporal,15,0.6,0,0.0,0,0.0,0,0.0,1.4432144747563306e-05,2.4053574579272177e-05,2.1536215890072802e-05,3.5893693150121336e-05,1.7984180318818053e-05,2.9973633864696756e-05,-0.0003508964106619991,-0.0005848273511033318,-0.0004901694988925241,-0.0008169491648208735,-8.037141987267675e-05,-0.00013395236645446124
CT - LeftTemporalPole,10,0.4,0,0.0,0,0.0,0,0.0,1.7204754718813212e-05,4.3011886797033035e-05,1.730168396560613e-05,4.3254209914015325e-05,1.725321934220967e-05,4.313304835552418e-05,5.2932149777451916e-05,0.00013233037444362978,3.967894273151388e-05,9.91973568287847e-05,-0.00012102968310666213,-0.00030257420776665534
CV - LeftRostralMiddleFrontal,3,0.12,0,0.0,0,0.0,0,0.0,2.1233712740644826e-06,1.769476061720402e-05,2.803059496607016e-05,0.000233588291383918,1.5076983120067322e-05,0.00012564152600056102,-0.00016912395705970934,-0.0014093663088309112,-0.00018630995819877503,-0.001552582984989792,0.00011685461316239438,0.0009737884430199533
CV - RightInferiorTemporal,2,0.08,0,0.0,0,0.0,0,0.0,1.6220860789248976e-05,0.00020276075986561218,1.2317102627748689e-05,0.00015396378284685862,1.4268981708498831e-05,0.00017836227135623539,6.484514872695922e-05,0.0008105643590869903,6.422252313247557e-05,0.0008027815391559445,-0.00011315742895996888,-0.001414467861999611
CTS - RightLingual,12,0.48,0,0.0,0,0.0,0,0.0,2.1201868968688783e-05,4.417056035143496e-05,5.617944022609021e-06,1.1704050047102127e-05,1.3409906495648901e-05,2.7937305199268544e-05,-0.00026250452107608993,-0.0005468844189085207,-0.00019420667052246117,-0.00040459723025512744,-0.0002617153159189324,-0.0005452402414977758
SV - SubcorticalGM,3,0.12,0,0.0,0,0.0,0,0.0,1.0396050549776862e-05,8.663375458147384e-05,1.618563247523071e-05,0.00013488027062692257,1.3290841512503785e-05,0.00011075701260419821,-3.1030817954819144e-05,-0.00025859014962349285,-2.9596719070402864e-05,-0.0002466393255866905,7.5813980224971e-05,0.000631783168541425
SA - LeftTemporalPole,2,0.08,0,0.0,0,0.0,0,0.0,1.1611206806638722e-05,0.00014514008508298402,1.476378636217214e-05,0.00018454732952715173,1.318749658440543e-05,0.0001648437073050679,-6.349429381607993e-05,-0.0007936786727009992,-7.136102859475174e-05,-0.0008920128574343967,-8.285659110578613e-05,-0.0010357073888223266
CV - RightParahippocampal,2,0.08,0,0.0,0,0.0,0,0.0,1.842201193586413e-05,0.0002302751491983016,5.886018566300234e-06,7.357523207875293e-05,1.2154015251082182e-05,0.00015192519063852728,-8.711656765018613e-05,-0.0010889570956273266,-4.631761977109807e-05,-0.0005789702471387259,-0.0003940649962682352,-0.00492581245335294
CT - RightMedialOrbitofrontal,5,0.2,0,0.0,0,0.0,0,0.0,9.595783479790023e-06,4.797891739895012e-05,1.399520740259526e-05,6.99760370129763e-05,1.179549544119264e-05,5.897747720596321e-05,-0.00021378168936077549,-0.0010689084468038775,-0.00015019362132013398,-0.0007509681066006699,-0.0001231282628566784,-0.000615641314283392
SA - RightFrontalPole,10,0.4,0,0.0,0,0.0,0,0.0,1.3015121669052295e-05,3.253780417263074e-05,1.0346977801988936e-05,2.5867444504972338e-05,1.1681049735520615e-05,2.920262433880154e-05,-9.550368088337028e-05,-0.0002387592022084257,-7.727141902746782e-05,-0.00019317854756866956,4.7424016249246915e-05,0.00011856004062311729
CT - RightSupramarginal,14,0.56,0,0.0,0,0.0,0,0.0,1.2823557996732061e-05,2.289921070845011e-05,9.416958401898226e-06,1.681599714624683e-05,1.1120258199315144e-05,1.9857603927348468e-05,-0.0002795590917009756,-0.0004992126637517422,-0.0002861531049800916,-0.0005109876874644493,-0.00018150500247570512,-0.00032411607584947346
CT - LeftFrontalPole,4,0.16,0,0.0,0,0.0,0,0.0,6.927248810273113e-06,4.329530506420696e-05,1.4980713414545933e-05,9.362945884091208e-05,1.0953981112409524e-05,6.846238195255952e-05,-0.00021958593317507804,-0.0013724120823442377,-0.0001760069111140334,-0.0011000431944627087,-9.347007952438472e-05,-0.0005841879970274044
CTS - LeftSuperiorParietal,5,0.2,0,0.0,0,0.0,0,0.0,9.95417441124e-06,4.9770872056200004e-05,1.1752722560893229e-05,5.876361280446615e-05,1.0853448486066616e-05,5.426724243033308e-05,-0.0003218203506568837,-0.0016091017532844185,-0.00023011437303031225,-0.0011505718651515613,-0.0003198618732248718,-0.001599309366124359
CV - RightSuperiorFrontal,4,0.16,0,0.0,0,0.0,0,0.0,1.867600098907506e-05,0.00011672500618171911,0.0,0.0,9.33800049453753e-06,5.8362503090859554e-05,-0.00019657171095953822,-0.001228573193497114,-0.00016591288648161069,-0.0010369555405100668,-0.00012240511221723544,-0.0007650319513577214
CT - LeftParsTriangularis,4,0.16,0,0.0,0,0.0,0,0.0,2.213830270883968e-06,1.3836439193024799e-05,1.631339950431468e-05,0.00010195874690196676,9.263614887599324e-06,5.789759304749578e-05,3.163180871537712e-05,0.00019769880447110698,2.3176467666367007e-05,0.0001448529229147938,-4.408946690196211e-05,-0.0002755591681372632
CV - LeftInferiorTemporal,9,0.36,0,0.0,0,0.0,0,0.0,2.619714704045191e-06,7.276985289014419e-06,1.5703427174404338e-05,4.3620631040012046e-05,9.161570939224764e-06,2.5448808164513234e-05,-0.00030125393259321893,-0.000836816479425608,-0.000295965998047003,-0.0008221277723527861,-0.000361202138849572,-0.0010033392745821446
CV - RightRostralMiddleFrontal,2,0.08,0,0.0,0,0.0,0,0.0,9.169925349979235e-06,0.00011462406687474044,8.79988467428891e-06,0.00010999855842861138,8.984905012134072e-06,0.0001123113126516759,9.39408881904762e-05,0.0011742611023809525,8.10028288742787e-05,0.0010125353609284837,5.285515518199615e-05,0.0006606894397749518
CT - RightRostralAnteriorCingulate,1,0.04,0,0.0,0,0.0,0,0.0,1.0449017115120437e-05,0.00026122542787801093,7.32875155555657e-06,0.00018321878888891426,8.888884335338502e-06,0.00022222210838346258,0.00012611192136347053,0.0031527980340867634,0.00010844272952229063,0.002711068238057266,-3.669139166284463e-06,-9.172847915711157e-05
CTS - RightLateralOccipital,4,0.16,0,0.0,0,0.0,0,0.0,1.2916726980052196e-05,8.072954362532622e-05,4.090269422311432e-06,2.5564183889446447e-05,8.503498201181814e-06,5.314686375738634e-05,0.0001338823199376642,0.0008367644996104012,0.00011057004784287715,0.0006910627990179822,-0.00017948370431296692,-0.0011217731519560432
CV - RightMiddleTemporal,12,0.48,0,0.0,0,0.0,0,0.0,3.997500392438938e-06,8.328125817581123e-06,1.2921303839124092e-05,2.6919382998175188e-05,8.459402115781514e-06,1.7623754407878155e-05,-0.000294344181114395,-0.000613217043988323,-0.0002823190192801968,-0.00058816462350041,-0.0002138551858369633,-0.0004455316371603402
CTS - LeftInferiorParietal,7,0.28,0,0.0,0,0.0,0,0.0,8.105288584218335e-06,2.8947459229351197e-05,7.513104303526013e-06,2.683251536973576e-05,7.809196443872173e-06,2.7889987299543478e-05,-7.403811542268732e-05,-0.00026442184079531183,-5.901437674323811e-05,-0.0002107656312258504,-0.0001428899843748164,-0.0005103213727672015
CTS - RightTransverseTemporal,4,0.16,0,0.0,0,0.0,0,0.0,1.3395110729069429e-05,8.371944205668393e-05,1.9772930234402592e-06,1.2358081396501619e-05,7.686201876254844e-06,4.8038761726592775e-05,-9.051213294769493e-06,-5.657008309230933e-05,1.4713314992996557e-05,9.195821870622848e-05,2.8691346876877066e-05,0.00017932091798048165
SA - LeftParsTriangularis,1,0.04,0,0.0,0,0.0,0,0.0,5.532478026084786e-07,1.3831195065211966e-05,1.4594861245404865e-05,0.0003648715311351216,7.574054524006672e-06,0.0001893513631001668,4.663718762211361e-05,0.0011659296905528404,6.346516797382824e-05,0.001586629199345706,6.626153389666509e-05,0.0016565383474166273
CTS - LeftPrecuneus,3,0.12,0,0.0,0,0.0,0,0.0,5.99021934407365e-06,4.991849453394708e-05,9.113070262566414e-06,7.594225218805345e-05,7.551644803320033e-06,6.293037336100026e-05,1.4287609557338675e-05,0.00011906341297782229,1.1483253588517073e-05,9.569377990430893e-05,-8.920160845127007e-05,-0.0007433467370939172
CV - RightCaudalAnteriorCingulate,1,0.04,0,0.0,0,0.0,0,0.0,1.1675745997608631e-05,0.0002918936499402158,2.7928790928091625e-06,6.982197732022907e-05,7.2343125452088965e-06,0.00018085781363022242,0.00011333649321951382,0.0028334123304878454,0.00011213956048609131,0.002803489012152283,-2.8829640037071958e-05,-0.0007207410009267989
CTS - RightMedialOrbitofrontal,2,0.08,0,0.0,0,0.0,0,0.0,5.078599395416835e-06,6.348249244271043e-05,9.30886469641469e-06,0.00011636080870518362,7.193732045915762e-06,8.992165057394703e-05,2.8911922640621237e-05,0.00036139903300776545,2.238599514728294e-05,0.0002798249393410368,-0.00014970171539443084,-0.0018712714424303856
SA - LeftTransverseTemporal,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,1.4121696244469961e-05,0.00011768080203724967,7.060848122234981e-06,5.8840401018624834e-05,-0.00013108056069016422,-0.0010923380057513683,-0.00013813473256601565,-0.001151122771383464,-0.0001088558852030581,-0.0009071323766921508
CT - LeftMedialOrbitofrontal,4,0.16,0,0.0,0,0.0,0,0.0,1.9698063037047868e-06,1.2311289398154916e-05,1.1811669301907697e-05,7.38229331369231e-05,6.890737802806242e-06,4.306711126753901e-05,-3.236241359773073e-05,-0.00020226508498581708,-2.653073873827197e-05,-0.0001658171171141998,-8.780305420879805e-05,-0.0005487690888049878
CTS - RightCaudalMiddleFrontal,6,0.24,0,0.0,0,0.0,0,0.0,4.10279870626487e-06,1.7094994609436958e-05,9.56368868531808e-06,3.9848702855491997e-05,6.833243695791474e-06,2.8471848732464476e-05,-0.00010247096382373497,-0.0004269623492655624,-5.9689863519686885e-05,-0.00024870776466536204,-8.857854596093295e-05,-0.0003690772748372206
CV - LeftSuperiorParietal,3,0.12,0,0.0,0,0.0,0,0.0,3.0411912864561355e-07,2.5343260720467797e-06,1.1856146760424407e-05,9.880122300353673e-05,6.08013294453501e-06,5.0667774537791754e-05,-0.00016031236702848214,-0.001335936391904018,-0.00018567007787051226,-0.0015472506489209354,-8.983136837507022e-06,-7.485947364589186e-05
CTS - RightParsTriangularis,4,0.16,0,0.0,0,0.0,0,0.0,2.128980208166786e-06,1.3306126301042412e-05,1.0001278915293659e-05,6.250799322058537e-05,6.065129561730223e-06,3.790705976081389e-05,-3.334242417785997e-05,-0.00020839015111162482,-2.672169436948613e-05,-0.0001670105898092883,-8.938177167677672e-05,-0.0005586360729798545
CTS - RightPrecentral,3,0.12,0,0.0,0,0.0,0,0.0,1.7562315864735914e-06,1.463526322061326e-05,9.89675277528438e-06,8.247293979403649e-05,5.826492180878986e-06,4.8554101507324874e-05,-0.000117471518334845,-0.0009789293194570417,-9.612520181240642e-05,-0.0008010433484367201,2.6943336867763003e-05,0.00022452780723135836
CT - LeftLateralOccipital,9,0.36,0,0.0,0,0.0,0,0.0,7.647607432071688e-06,2.124335397797691e-05,3.6911422038777023e-06,1.0253172788549173e-05,5.669374817974695e-06,1.574826338326304e-05,-0.0002566614296140003,-0.0007129484155944453,-0.00022750621326084395,-0.0006319617035023443,-6.012131223290983e-05,-0.0001670036450914162
SA - RightInferiorParietal,2,0.08,0,0.0,0,0.0,0,0.0,5.8012338733827335e-06,7.251542341728416e-05,5.420099367066349e-06,6.775124208832936e-05,5.610666620224542e-06,7.013333275280675e-05,9.507383435817997e-05,0.0011884229294772497,7.655502392344671e-05,0.0009569377990430839,6.013452457758488e-05,0.000751681557219811
CT - RightInsula,3,0.12,0,0.0,0,0.0,0,0.0,3.24355904833988e-06,2.7029658736165664e-05,7.924117841343604e-06,6.603431534453004e-05,5.583838444841742e-06,4.653198704034785e-05,-2.338927420648779e-05,-0.00019491061838739824,1.291783752044473e-05,0.00010764864600370609,-0.0001346457500519766,-0.001122047917099805
SV - RightCorticalGM,9,0.36,0,0.0,2,0.08,2,0.08,6.694926990855035e-06,1.8597019419041765e-05,3.933789438834949e-06,1.0927192885652634e-05,5.314358214844992e-06,1.4762106152347199e-05,-0.0002245482059172027,-0.0006237450164366742,-0.0001783634993480123,-0.0004954541648555898,-2.311153896586849e-05,-6.41987193496347e-05
CT - RightBankssts,9,0.36,0,0.0,0,0.0,0,0.0,5.3163646013037e-06,1.4767679448065831e-05,5.295991350787171e-06,1.471108708551992e-05,5.3061779760454355e-06,1.4739383266792876e-05,-0.0001442172018370499,-0.00040060333843624975,-0.0001489994450341121,-0.00041388734731697806,-0.00010412154416095625,-0.0002892265115582118
CV - RightBankssts,4,0.16,0,0.0,0,0.0,0,0.0,2.113749886208398e-06,1.321093678880249e-05,8.02820405259124e-06,5.0176275328695256e-05,5.070976969399819e-06,3.169360605874887e-05,-0.00012123858060888296,-0.0007577411288055185,-9.074104584074467e-05,-0.0005671315365046542,-8.214051778717561e-05,-0.0005133782361698476
CV - RightParsTriangularis,1,0.04,0,0.0,0,0.0,0,0.0,3.385997173903176e-06,8.46499293475794e-05,5.979349099501629e-06,0.00014948372748754073,4.682673136702403e-06,0.00011706682841756006,-0.0001119177682101003,-0.0027979442052525074,-9.333333333333361e-05,-0.0023333333333333405,-3.085550057855047e-05,-0.0007713875144637616
CT - LeftPrecentral,6,0.24,0,0.0,0,0.0,0,0.0,6.041886717075182e-06,2.517452798781326e-05,3.073777279514491e-06,1.280740533131038e-05,4.557831998294837e-06,1.899096665956182e-05,-0.00023002908589599074,-0.0009584545245666281,-0.00021148297578992372,-0.0008811790657913488,-3.1545106434004294e-05,-0.0001314379434750179
SA - RightEntorhinal,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,8.806993277935814e-06,0.00022017483194839536,4.403496638967907e-06,0.00011008741597419768,0.0,0.0,0.0,0.0,0.0,0.0
SA - LeftParacentral,1,0.04,0,0.0,0,0.0,0,0.0,3.9139964330333e-06,9.78499108258325e-05,4.263176736037955e-06,0.00010657941840094888,4.088586584535628e-06,0.00010221466461339068,-0.0001172625211096257,-0.0029315630277406426,-9.28909952606645e-05,-0.0023222748815166128,-7.349334142456598e-05,-0.0018373335356141496
CTS - RightBankssts,6,0.24,0,0.0,0,0.0,0,0.0,2.4334104755528066e-06,1.0139210314803361e-05,5.53603193226647e-06,2.3066799717776958e-05,3.984721203909638e-06,1.660300501629016e-05,-9.221479663980014e-05,-0.0003842283193325006,-6.492899592301047e-05,-0.0002705374830125436,-0.00014728056015927483,-0.0006136690006636451
CTS - RightPericalcarine,4,0.16,0,0.0,0,0.0,0,0.0,6.50850854467295e-06,4.067817840420594e-05,1.2952962902871573e-06,8.095601814294733e-06,3.901902417480054e-06,2.4386890109250334e-05,-8.054143316817521e-05,-0.0005033839573010951,-6.583735546070297e-05,-0.00041148347162939356,-1.5151819998998574e-05,-9.469887499374108e-05
SA - RightBankssts,4,0.16,0,0.0,0,0.0,0,0.0,0.0,0.0,7.455458113162603e-06,4.659661320726627e-05,3.7277290565813016e-06,2.3298306603633134e-05,-0.000178647387521817,-0.0011165461720113563,-0.0001437062937062959,-0.0008981643356643493,-0.00015663922903117405,-0.0009789951814448378
CT - RightPosteriorCingulate,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,7.31302661418439e-06,6.094188845153658e-05,3.656513307092195e-06,3.047094422576829e-05,-1.9192750461218998e-05,-0.00015993958717682499,-2.00316055625799e-05,-0.00016693004635483252,-0.000144186906624919,-0.0012015575552076583
CTS - RightLateralOrbitofrontal,3,0.12,0,0.0,0,0.0,0,0.0,3.0759353384355085e-06,2.5632794486962572e-05,4.228969965311352e-06,3.52414163775946e-05,3.6524526518734304e-06,3.0437105432278583e-05,-0.00029512616410908954,-0.0024593847009090797,-0.0002370121771468739,-0.001975101476223949,-8.610187106574037e-05,-0.000717515592214503
CV - RightParsOrbitalis,3,0.12,0,0.0,0,0.0,0,0.0,6.515700398252044e-06,5.4297503318767034e-05,5.241483081761003e-07,4.3679025681341685e-06,3.519924353214072e-06,2.9332702943450603e-05,-7.430513497184697e-05,-0.0006192094580987248,-6.369101043932207e-05,-0.0005307584203276839,-0.00011539059731499578,-0.0009615883109582983
CTS - LeftIsthmusCingulate,5,0.2,0,0.0,0,0.0,0,0.0,2.8537967272262554e-06,1.4268983636131276e-05,4.106741793825376e-06,2.053370896912688e-05,3.480269260525816e-06,1.7401346302629078e-05,-6.276055291893225e-05,-0.0003138027645946613,-6.618881866449736e-05,-0.00033094409332248674,-3.11388133360654e-05,-0.000155694066680327
SV - SupraTentorial,4,0.16,0,0.0,1,0.04,1,0.04,0.0,0.0,6.6416723172679366e-06,4.1510451982924606e-05,3.3208361586339683e-06,2.0755225991462303e-05,-0.0001480326120644074,-0.0009252038254025463,-0.00011821910317171423,-0.0007388693948232139,5.1770646809335917e-05,0.0003235665425583495
CT - LeftParsOpercularis,8,0.32,0,0.0,0,0.0,0,0.0,2.3152678019279048e-06,7.235211881024702e-06,4.249583901124285e-06,1.327994969101339e-05,3.2824258515260947e-06,1.0257580786019047e-05,-0.00043269413795830923,-0.0013521691811197163,-0.0004304444568309078,-0.0013451389275965868,-2.1575471039592564e-05,-6.742334699872676e-05
CT - RightTransverseTemporal,2,0.08,0,0.0,0,0.0,0,0.0,5.662362604307297e-06,7.077953255384122e-05,0.0,0.0,2.8311813021536486e-06,3.538976627692061e-05,-5.560155780880347e-05,-0.0006950194726100434,-4.90476190476187e-05,-0.0006130952380952338,-2.5712803824348287e-05,-0.0003214100478043536
CT - RightPostcentral,3,0.12,0,0.0,0,0.0,0,0.0,0.0,0.0,5.410109881758076e-06,4.5084249014650626e-05,2.705054940879038e-06,2.2542124507325313e-05,-1.9403770938432707e-06,-1.6169809115360592e-05,-2.4598545214674474e-06,-2.0498787678895395e-05,-4.985646251761891e-05,-0.00041547052098015754
CT - LeftCaudalMiddleFrontal,11,0.44,0,0.0,0,0.0,0,0.0,5.3978244701063546e-06,1.2267782886605351e-05,0.0,0.0,2.6989122350531773e-06,6.133891443302676e-06,-0.0002640221602086297,-0.0006000503641105221,-0.00027833406185216974,-0.0006325774133003857,-0.00018443504683569647,-0.0004191705609902193
CT - RightSuperiorFrontal,6,0.24,0,0.0,0,0.0,0,0.0,0.0,0.0,5.172205793010651e-06,2.1550857470877714e-05,2.5861028965053255e-06,1.0775428735438857e-05,-3.056035463231649e-05,-0.0001273348109679854,-6.263767191176167e-05,-0.00026099029963234027,-0.00013048866931521293,-0.0005437027888133872
SA - LeftParsOrbitalis,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,5.009330043226888e-06,0.00012523325108067222,2.504665021613444e-06,6.261662554033611e-05,0.0,0.0,0.0,0.0,2.7740712028352114e-05,0.0006935178007088028
CV - RightPosteriorCingulate,1,0.04,0,0.0,0,0.0,0,0.0,4.852632283228566e-06,0.00012131580708071415,0.0,0.0,2.426316141614283e-06,6.0657903540357075e-05,-2.5119541306508797e-05,-0.0006279885326627199,-2.095238095238088e-05,-0.000523809523809522,-5.1851655881144155e-06,-0.0001296291397028604
CTS - LeftMiddleTemporal,4,0.16,0,0.0,0,0.0,0,0.0,0.0,0.0,4.789079712504767e-06,2.9931748203154792e-05,2.3945398562523835e-06,1.4965874101577396e-05,-0.0002494575445652749,-0.0015591096535329681,-0.00020177799252381597,-0.0012611124532738499,-3.199836268735776e-05,-0.00019998976679598603
CV - RightFrontalPole,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,4.768174453265452e-06,5.960218066581816e-05,2.384087226632726e-06,2.980109033290908e-05,0.00012696541219409525,0.0015870676524261907,0.0001438577360231511,0.0017982217002893886,-2.225034825404073e-05,-0.00027812935317550914
CT - RightParsTriangularis,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,4.754452967079611e-06,5.943066208849514e-05,2.3772264835398055e-06,2.971533104424757e-05,0.0,0.0,0.0,0.0,-4.927821506301999e-06,-6.159776882877499e-05
CTS - RightInsula,1,0.04,0,0.0,0,0.0,0,0.0,4.6096748907069424e-06,0.00011524187226767357,0.0,0.0,2.3048374453534712e-06,5.7620936133836784e-05,-1.188885679069429e-05,-0.0002972214197673573,-9.56937799043045e-06,-0.00023923444976076125,-0.00010294666753328929,-0.0025736666883322324
CV - LeftParsOrbitalis,2,0.08,0,0.0,0,0.0,0,0.0,1.650619048538022e-07,2.0632738106725275e-06,4.422452381195993e-06,5.5280654764949907e-05,2.2937571430248973e-06,2.867196428781122e-05,-7.079143459107025e-05,-0.0008848929323883781,-5.904761904761884e-05,-0.0007380952380952355,-5.6882491942888344e-05,-0.0007110311492861043
CTS - RightMiddleTemporal,3,0.12,0,0.0,0,0.0,0,0.0,4.7006807653137684e-07,3.917233971094807e-06,4.014322532417735e-06,3.34526877701478e-05,2.242195304474556e-06,1.8684960870621302e-05,-1.1563960471328728e-05,-9.636633726107273e-05,3.383256538436159e-05,0.00028193804486967994,-3.9368352277922985e-05,-0.00032806960231602486
CTS - RightPrecuneus,7,0.28,0,0.0,0,0.0,0,0.0,1.7125760471920859e-06,6.116343025686021e-06,2.7574564259695953e-06,9.848058664177126e-06,2.235016236580841e-06,7.982200844931573e-06,-0.0002667690862448003,-0.0009527467365885724,-0.00025650824605676347,-0.0009161008787741552,8.864689943663463e-05,0.00031659606941655225
CV - RightPrecentral,1,0.04,0,0.0,0,0.0,0,0.0,0.0,0.0,4.428903337072021e-06,0.00011072258342680052,2.2144516685360107e-06,5.536129171340026e-05,-1.5985162649596506e-05,-0.0003996290662399127,-1.3333333333333286e-05,-0.00033333333333333213,-3.4569156191464236e-05,-0.0008642289047866059
CTS - RightIsthmusCingulate,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,4.307072993715577e-06,5.3838412421444715e-05,2.1535364968577886e-06,2.6919206210722357e-05,-4.306617106753912e-05,-0.000538327138344239,-3.4123222748816494e-05,-0.00042654028436020616,-3.142597212057119e-06,-3.928246515071399e-05
CV - LeftInsula,1,0.04,0,0.0,0,0.0,0,0.0,3.140124457985821e-06,7.850311144964552e-05,7.76528277834722e-07,1.941320694586805e-05,1.9583263679102716e-06,4.8958159197756785e-05,-1.8039197395194328e-05,-0.0004509799348798582,-2.1428571428571886e-05,-0.0005357142857142971,-1.070995911934416e-05,-0.000267748977983604
CTS - RightCuneus,3,0.12,0,0.0,0,0.0,0,0.0,6.061903917920582e-07,5.051586598267152e-06,3.295852425149976e-06,2.74654368762498e-05,1.951021408471017e-06,1.6258511737258474e-05,2.38837023313776e-05,0.00019903085276148,1.895734597156329e-05,0.00015797788309636072,-2.7915510357655384e-05,-0.00023262925298046152
CTS - RightInferiorParietal,5,0.2,0,0.0,0,0.0,0,0.0,0.0,0.0,3.817048512109315e-06,1.9085242560546577e-05,1.9085242560546577e-06,9.542621280273288e-06,-4.009462522569667e-05,-0.0002004731261284833,-3.8347403407270964e-05,-0.00019173701703635481,3.838251094949312e-05,0.0001919125547474656
CT - LeftLingual,9,0.36,0,0.0,0,0.0,0,0.0,3.6500820616077627e-06,1.013911683779934e-05,0.0,0.0,1.8250410308038814e-06,5.06955841889967e-06,-0.00021657022137819466,-0.000601583948272763,-0.00017740584806220542,-0.000492794022395015,7.812368063444647e-05,0.00021701022398457352
CT - LeftInsula,2,0.08,0,0.0,0,0.0,0,0.0,1.9381290480080634e-06,2.422661310010079e-05,1.5554289902354772e-06,1.9442862377943464e-05,1.7467790191217703e-06,2.183473773902213e-05,2.280660639587673e-06,2.850825799484591e-05,1.9047619047618981e-06,2.3809523809523725e-05,-8.571534117929635e-05,-0.0010714417647412044
CT - RightCuneus,1,0.04,0,0.0,0,0.0,0,0.0,3.489226357825349e-06,8.723065894563372e-05,0.0,0.0,1.7446131789126745e-06,4.361532947281686e-05,-9.558688426240938e-05,-0.0023896721065602344,-0.00011225222146274527,-0.002806305536568632,-6.780799840832552e-05,-0.001695199960208138
SA - LeftMiddleTemporal,1,0.04,0,0.0,0,0.0,0,0.0,3.3697966906879504e-06,8.424491726719876e-05,0.0,0.0,1.6848983453439752e-06,4.212245863359938e-05,-2.2883358818145092e-05,-0.0005720839704536273,-1.9047619047619246e-05,-0.0004761904761904812,-4.305046848960465e-05,-0.0010762617122401163
CDGLOBAL,4,0.16,0,0.0,0,0.0,0,0.0,1.044166132622954e-06,6.526038328893462e-06,2.1914076605148526e-06,1.3696297878217829e-05,1.6177868965689032e-06,1.0111168103555646e-05,2.353861768296017e-06,1.4711636051850107e-05,1.8957345971563734e-06,1.1848341232227334e-05,-7.896326456891156e-06,-4.935204035556973e-05
CTS - LeftCuneus,5,0.2,0,0.0,0,0.0,0,0.0,2.602881859242201e-06,1.3014409296211004e-05,0.0,0.0,1.3014409296211005e-06,6.507204648105502e-06,-8.091059231039636e-05,-0.00040455296155198183,-6.516352193578286e-05,-0.00032581760967891423,-7.126407493340707e-05,-0.0003563203746670354
CV - RightPostcentral,1,0.04,0,0.0,0,0.0,0,0.0,2.3793260152925815e-06,5.948315038231454e-05,0.0,0.0,1.1896630076462908e-06,2.974157519115727e-05,0.0,0.0,0.0,0.0,0.0,0.0
CTS - LeftCaudalMiddleFrontal,5,0.2,0,0.0,0,0.0,0,0.0,2.360433670169897e-06,1.1802168350849484e-05,0.0,0.0,1.1802168350849484e-06,5.901084175424742e-06,3.3644837750324805e-05,0.00016822418875162403,2.5820444210313993e-05,0.00012910222105156998,1.0857566203971554e-05,5.428783101985776e-05
CTS - LeftSuperiorTemporal,7,0.28,0,0.0,0,0.0,0,0.0,2.2697039016493407e-06,8.106085363033358e-06,0.0,0.0,1.1348519508246703e-06,4.053042681516679e-06,-3.710257406289968e-05,-0.00013250919308178456,-4.868687062500987e-05,-0.00017388168080360668,-2.608619151502208e-05,-9.316496969650742e-05
SA - LeftSuperiorParietal,1,0.04,0,0.0,0,0.0,0,0.0,2.222838881937787e-06,5.557097204844468e-05,0.0,0.0,1.1114194409688935e-06,2.778548602422234e-05,4.540376943910243e-05,0.0011350942359775607,3.601895734597109e-05,0.0009004739336492773,-4.6219894320492115e-06,-0.00011554973580123029
CV - LeftMedialOrbitofrontal,2,0.08,0,0.0,0,0.0,0,0.0,0.0,0.0,2.1339522496754255e-06,2.6674403120942818e-05,1.0669761248377127e-06,1.3337201560471409e-05,-8.220906304029006e-06,-0.00010276132880036258,-7.736402617919413e-06,-9.670503272399267e-05,-7.290077823360264e-05,-0.000911259727920033
